"","sunrise","sunset","yday"
"244",4.59388888888889,18.005,244
"245",4.61666666666667,17.9713888888889,245
"246",4.63944444444444,17.9377777777778,246
"247",4.66222222222222,17.9038888888889,247
"248",4.685,17.87,248
"249",4.70777777777778,17.8358333333333,249
"250",4.73055555555556,17.8016666666667,250
"251",4.75305555555556,17.7672222222222,251
"252",4.77583333333333,17.7327777777778,252
"253",4.79861111111111,17.6980555555556,253
"254",4.82111111111111,17.6633333333333,254
"255",4.84388888888889,17.6286111111111,255
"256",4.86666666666667,17.5938888888889,256
"257",4.88916666666667,17.5588888888889,257
"258",4.91194444444444,17.5238888888889,258
"259",4.93472222222222,17.4888888888889,259
"260",4.95722222222222,17.4538888888889,260
"261",4.98,17.4188888888889,261
"262",5.00277777777778,17.3838888888889,262
"263",5.02555555555556,17.3488888888889,263
"264",5.04833333333333,17.3136111111111,264
"265",5.07111111111111,17.2786111111111,265
"266",5.09416666666667,17.2436111111111,266
"267",5.11694444444444,17.2086111111111,267
"268",5.14,17.1736111111111,268
"269",5.16305555555556,17.1386111111111,269
"270",5.18611111111111,17.1036111111111,270
"271",5.20916666666667,17.0688888888889,271
"272",5.2325,17.0341666666667,272
"273",5.25583333333333,16.9994444444444,273
"274",5.27916666666667,16.965,274
"275",5.3025,16.9305555555556,275
"276",5.32611111111111,16.8961111111111,276
"277",5.34944444444444,16.8619444444444,277
"278",5.37333333333333,16.8277777777778,278
"279",5.39694444444444,16.7938888888889,279
"280",5.42083333333333,16.7602777777778,280
"281",5.44472222222222,16.7266666666667,281
"282",5.46861111111111,16.6930555555556,282
"283",5.49277777777778,16.6597222222222,283
"284",5.51694444444444,16.6266666666667,284
"285",5.54138888888889,16.5938888888889,285
"286",5.56555555555556,16.5613888888889,286
"287",5.59027777777778,16.5288888888889,287
"288",5.61472222222222,16.4966666666667,288
"289",5.63944444444444,16.4647222222222,289
"290",5.66416666666667,16.4330555555556,290
"291",5.68916666666667,16.4016666666667,291
"292",5.71416666666667,16.3705555555556,292
"293",5.73916666666667,16.3394444444444,293
"294",5.76444444444444,16.3088888888889,294
"295",5.78972222222222,16.2786111111111,295
"296",5.815,16.2486111111111,296
"297",5.84055555555556,16.2191666666667,297
"298",5.86611111111111,16.1897222222222,298
"299",5.89166666666667,16.1608333333333,299
"300",5.9175,16.1322222222222,300
"301",5.94305555555556,16.1041666666667,301
"302",5.96888888888889,16.0763888888889,302
"303",5.99472222222222,16.0488888888889,303
"304",6.02083333333333,16.0216666666667,304
"305",6.04666666666667,15.9952777777778,305
"306",6.07277777777778,15.9688888888889,306
"307",6.09888888888889,15.9433333333333,307
"308",6.12472222222222,15.9177777777778,308
"309",6.15083333333333,15.8930555555556,309
"310",6.17694444444444,15.8686111111111,310
"311",6.20305555555556,15.8447222222222,311
"312",6.22888888888889,15.8213888888889,312
"313",6.255,15.7986111111111,313
"314",6.28083333333333,15.7761111111111,314
"315",6.30666666666667,15.7541666666667,315
"316",6.3325,15.7330555555556,316
"317",6.35833333333333,15.7122222222222,317
"318",6.38388888888889,15.6919444444444,318
"319",6.40944444444444,15.6725,319
"320",6.43472222222222,15.6533333333333,320
"321",6.45972222222222,15.635,321
"322",6.48472222222222,15.6172222222222,322
"323",6.50972222222222,15.6,323
"324",6.53416666666667,15.5833333333333,324
"325",6.55861111111111,15.5675,325
"326",6.58277777777778,15.5522222222222,326
"327",6.60666666666667,15.5377777777778,327
"328",6.63027777777778,15.5238888888889,328
"329",6.65361111111111,15.5105555555556,329
"330",6.67666666666667,15.4980555555556,330
"331",6.69916666666667,15.4863888888889,331
"332",6.72138888888889,15.4752777777778,332
"333",6.74333333333333,15.465,333
"334",6.76472222222222,15.4555555555556,334
"335",6.78583333333333,15.4466666666667,335
"336",6.80666666666667,15.4386111111111,336
"337",6.82666666666667,15.4313888888889,337
"338",6.84638888888889,15.4247222222222,338
"339",6.86555555555556,15.4191666666667,339
"340",6.88416666666667,15.4141666666667,340
"341",6.9025,15.41,341
"342",6.92,15.4066666666667,342
"343",6.93694444444444,15.4041666666667,343
"344",6.95333333333333,15.4025,344
"345",6.96916666666667,15.4013888888889,345
"346",6.98416666666667,15.4013888888889,346
"347",6.99888888888889,15.4022222222222,347
"348",7.0125,15.4036111111111,348
"349",7.02583333333333,15.4061111111111,349
"350",7.03833333333333,15.4091666666667,350
"351",7.05,15.4130555555556,351
"352",7.06111111111111,15.4180555555556,352
"353",7.07138888888889,15.4236111111111,353
"354",7.08083333333333,15.43,354
"355",7.08972222222222,15.4372222222222,355
"356",7.09777777777778,15.4452777777778,356
"357",7.10527777777778,15.4538888888889,357
"358",7.11166666666667,15.4633333333333,358
"359",7.1175,15.4736111111111,359
"360",7.12222222222222,15.4847222222222,360
"361",7.12638888888889,15.4966666666667,361
"362",7.12972222222222,15.5091666666667,362
"363",7.1325,15.5222222222222,363
"364",7.13416666666667,15.5361111111111,364
"365",7.135,15.5508333333333,365
